CRID,OfficerID,Allegation,Finding,Outcome,Beat,IncidentDate,StartDate,EndDate,InvestigatorRank,officer_gender,officer_race,officer_appt_date,officer_rank_order,officer_age,witness_gender,witness_race,geo_id,physical_violence,injury,weapon,on_duty,officer_white,witness_white,officer_male,witness_male,officer_cmp_count,incident_year
1076022,28031,Excessive Force / On Duty - Injury,Not Sustained,Unknown,423.0,2015-07-06,2015-07-06,2017-12-28,,M,White,2012-11-30 00:00:00,1.0,40.0,F,Black,1400000US17031833900,0,1,0,1,1,0,1,0,0,2015
1076022,1652,Excessive Force / On Duty - Injury,Not Sustained,Unknown,423.0,2015-07-06,2015-07-06,2017-12-28,,F,Hispanic,2013-03-15 00:00:00,1.0,36.0,F,Black,1400000US17031833900,0,1,0,1,0,0,0,0,0,2015
1076022,19408,Excessive Force / On Duty - Injury,Not Sustained,Unknown,423.0,2015-07-06,2015-07-06,2017-12-28,,F,Hispanic,2012-12-14 00:00:00,1.0,35.0,F,Black,1400000US17031833900,0,1,0,1,0,0,0,0,0,2015
1076022,24615,Excessive Force / On Duty - Injury,Not Sustained,Unknown,423.0,2015-07-06,2015-07-06,2017-12-28,,M,White,2012-10-31 00:00:00,1.0,41.0,F,Black,1400000US17031833900,0,1,0,1,1,0,1,0,0,2015
1076073,25155,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,2514.0,2015-07-07,2015-07-10,2015-11-03,,M,Hispanic,2003-08-25 00:00:00,1.0,42.0,F,Hispanic,1400000US17031190402,0,1,0,1,0,0,1,0,0,2015
1076073,26632,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,2514.0,2015-07-07,2015-07-10,2015-11-03,,M,White,2006-01-23 00:00:00,1.0,41.0,F,Hispanic,1400000US17031190402,0,1,0,1,1,0,1,0,0,2015
1076058,9212,Excessive Force / On Duty - No Injury,No Affidavit,No Action Taken,225.0,2015-07-08,2015-07-08,2015-11-03,,M,White,1994-05-02 00:00:00,1.0,55.0,F,Black,1400000US17031835600,0,0,0,1,1,0,1,0,0,2015
1076058,23161,Excessive Force / On Duty - No Injury,No Affidavit,No Action Taken,225.0,2015-07-08,2015-07-08,2015-11-03,,M,White,1994-08-01 00:00:00,1.0,59.0,F,Black,1400000US17031835600,0,0,0,1,1,0,1,0,0,2015
1082499,21753,Civil Suits - Third Party,No Affidavit,Unknown,2024.0,2015-07-10,2016-10-03,2017-03-29,,M,White,2003-10-27 00:00:00,1.0,49.0,F,,1400000US17031031200,0,0,0,0,1,0,1,0,0,2015
1082499,17576,Civil Suits - Third Party,No Affidavit,Unknown,2024.0,2015-07-10,2016-10-03,2017-03-29,,M,Hispanic,2005-09-26 00:00:00,1.0,41.0,F,,1400000US17031031200,0,0,0,0,0,0,1,0,0,2015
1076222,31810,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,1115.0,2015-07-11,2015-07-20,2015-09-14,,M,Hispanic,2008-04-28 00:00:00,1.0,43.0,F,Black,1400000US17031260600,0,1,0,1,0,0,1,0,0,2015
1076222,9574,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,1115.0,2015-07-11,2015-07-20,2015-09-14,,M,Hispanic,2012-07-02 00:00:00,1.0,38.0,F,Black,1400000US17031260600,0,1,0,1,0,0,1,0,0,2015
1076118,17654,Unnecessary Display Of Weapon / On Duty,Not Sustained,No Action Taken,713.0,2015-07-13,2015-07-13,2016-07-08,,M,White,2011-10-17 00:00:00,1.0,35.0,M,Black,1400000US17031670900,0,0,1,1,1,0,1,1,0,2015
1076671,911,Unnecessary Display Of Weapon / Off Duty,No Affidavit,No Action Taken,813.0,2015-07-14,2015-08-13,2015-12-09,,M,Black,1994-01-18 00:00:00,1.0,60.0,M,,,0,0,1,0,0,0,1,1,0,2015
1076671,1411,Unnecessary Display Of Weapon / Off Duty,No Affidavit,No Action Taken,813.0,2015-07-14,2015-08-13,2015-12-09,,M,White,1996-03-18 00:00:00,1.0,51.0,M,,,0,0,1,0,1,0,1,1,0,2015
1076180,26583,Excessive Force / On Duty - Injury,Not Sustained,Unknown,621.0,2015-07-15,2015-07-17,2017-05-27,,M,White,2006-07-31 00:00:00,2.0,39.0,F,Black,1400000US17031710200,0,1,0,1,1,0,1,0,0,2015
1076180,12066,Excessive Force / On Duty - Injury,Not Sustained,Unknown,621.0,2015-07-15,2015-07-17,2017-05-27,,M,Hispanic,2013-06-03 00:00:00,1.0,33.0,F,Black,1400000US17031710200,0,1,0,1,0,0,1,0,0,2015
1076180,14674,Excessive Force / On Duty - Injury,Not Sustained,Unknown,621.0,2015-07-15,2015-07-17,2017-05-27,,M,Black,2009-12-16 00:00:00,1.0,40.0,F,Black,1400000US17031710200,0,1,0,1,0,0,1,0,0,2015
1076280,31367,Excessive Force / On Duty - Injury,Not Sustained,No Action Taken,822.0,2015-07-17,2015-07-22,2016-01-29,,M,Hispanic,2013-06-03 00:00:00,1.0,42.0,M,Hispanic,1400000US17031660400,0,1,0,1,0,0,1,1,0,2015
1076280,29378,Excessive Force / On Duty - Injury,Not Sustained,No Action Taken,822.0,2015-07-17,2015-07-22,2016-01-29,,M,Hispanic,2010-09-01 00:00:00,1.0,39.0,M,Hispanic,1400000US17031660400,0,1,0,1,0,0,1,1,0,2015
1076301,12049,Excessive Force / On Duty - Injury,Exonerated,Unknown,1112.0,2015-07-20,2015-07-23,2016-10-04,,M,Hispanic,2014-02-18 00:00:00,1.0,37.0,F,Black,1400000US17031231200,0,1,0,1,0,0,1,0,0,2015
1076269,13872,Excessive Force / On Duty - Injury,Exonerated,1 Day Suspension,1513.0,2015-07-21,2015-07-22,2018-05-17,,M,White,1998-10-26 00:00:00,1.0,46.0,F,Hispanic,1400000US17031831400,0,1,0,1,1,0,1,0,0,2015
1086690,31910,Closed Hand Strike (Punch),Unfounded,Unknown,3100.0,2015-07-22,2017-09-11,2018-04-30,,M,Hispanic,1995-06-05 00:00:00,1.0,49.0,M,Hispanic,,1,0,0,0,0,0,1,1,0,2015
1086690,32104,Closed Hand Strike (Punch),Unfounded,Unknown,3100.0,2015-07-22,2017-09-11,2018-04-30,,M,White,2000-09-11 00:00:00,1.0,46.0,M,Hispanic,,1,0,0,0,1,0,1,1,0,2015
1086690,32142,Closed Hand Strike (Punch),Unfounded,Unknown,3100.0,2015-07-22,2017-09-11,2018-04-30,,M,Hispanic,1995-02-06 00:00:00,2.0,55.0,M,Hispanic,,1,0,0,0,0,0,1,1,0,2015
1086690,32163,Closed Hand Strike (Punch),Unfounded,Unknown,3100.0,2015-07-22,2017-09-11,2018-04-30,,M,Black,2002-08-26 00:00:00,1.0,42.0,M,Hispanic,,1,0,0,0,0,0,1,1,0,2015
1086690,32440,Closed Hand Strike (Punch),Unfounded,Unknown,3100.0,2015-07-22,2017-09-11,2018-04-30,,M,White,1994-05-02 00:00:00,1.0,53.0,M,Hispanic,,1,0,0,0,1,0,1,1,0,2015
1076299,17647,Excessive Force / On Duty - Injury,Unknown,Unknown,933.0,2015-07-23,2015-07-23,2015-11-06,,M,White,1999-10-25 00:00:00,1.0,55.0,M,Black,1400000US17031611000,0,1,0,1,1,0,1,1,0,2015
1076306,25205,Excessive Force / On Duty - Injury,Unknown,Unknown,323.0,2015-07-23,2015-07-23,2016-01-29,,M,Hispanic,2007-04-30 00:00:00,1.0,50.0,M,,1400000US17031691000,0,1,0,1,0,0,1,1,0,2015
1076306,29271,Excessive Force / On Duty - Injury,Unknown,Unknown,323.0,2015-07-23,2015-07-23,2016-01-29,,F,Hispanic,2003-09-29 00:00:00,1.0,55.0,M,,1400000US17031691000,0,1,0,1,0,0,0,1,0,2015
1076290,32448,Excessive Force / On Duty - Injury,No Affidavit,Unknown,1823.0,2015-07-23,2015-07-23,2015-12-09,,,,,,,F,Hispanic,1400000US17031838300,0,1,0,1,0,0,0,0,0,2015
1076310,32024,Excessive Force / On Duty - Injury,Not Sustained,Unknown,1122.0,2015-07-24,2015-07-24,2017-11-29,,M,White,2002-03-25 00:00:00,1.0,42.0,F,Black,1400000US17031231500,0,1,0,1,1,0,1,0,1,2015
1076334,1548,Excessive Force / On Duty - Injury,Unfounded,Unknown,1622.0,2015-07-24,2015-07-25,2017-09-01,,M,White,1999-11-29 00:00:00,1.0,53.0,M,White,1400000US17031110400,0,1,0,1,1,1,1,1,0,2015
1076335,4381,Excessive Force / On Duty - Injury,Not Sustained,Unknown,1133.0,2015-07-24,2015-07-25,2018-03-28,,M,White,2008-04-28 00:00:00,2.0,37.0,M,Black,1400000US17031270500,0,1,0,1,1,0,1,1,0,2015
1076334,1219,Excessive Force / On Duty - Injury,Unfounded,Unknown,1622.0,2015-07-24,2015-07-25,2017-09-01,,M,White,1994-10-03 00:00:00,2.0,52.0,M,White,1400000US17031110400,0,1,0,1,1,1,1,1,0,2015
1076350,15234,Excessive Force / On Duty - Injury,Unfounded,Unknown,814.0,2015-07-25,2015-07-26,2017-06-20,,F,White,2001-06-25 00:00:00,1.0,46.0,F,White,1400000US17031560700,0,1,0,1,1,1,0,0,0,2015
1076350,22789,Excessive Force / On Duty - Injury,Unfounded,Unknown,814.0,2015-07-25,2015-07-26,2017-06-20,,M,Hispanic,1995-12-04 00:00:00,1.0,50.0,F,White,1400000US17031560700,0,1,0,1,0,1,1,0,0,2015
1076355,18596,Excessive Force / On Duty - Injury,Unknown,Unknown,811.0,2015-07-25,2015-07-27,2017-04-30,,M,White,2010-09-01 00:00:00,1.0,44.0,F,Hispanic,1400000US17031560800,0,1,0,1,1,0,1,0,0,2015
1076553,12059,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,433.0,2015-07-27,2015-08-06,2015-11-03,,M,Hispanic,2007-07-30 00:00:00,1.0,50.0,M,Hispanic,1400000US17031520600,0,1,0,1,0,0,1,1,1,2015
1076553,3563,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,433.0,2015-07-27,2015-08-06,2015-11-03,,M,Hispanic,2006-09-25 00:00:00,1.0,43.0,M,Hispanic,1400000US17031520600,0,1,0,1,0,0,1,1,0,2015
1076404,21263,Excessive Force / On Duty - Injury,Not Sustained,No Action Taken,321.0,2015-07-28,2015-07-29,2016-01-29,,M,Black,2004-09-27 00:00:00,1.0,44.0,F,Black,1400000US17031421200,0,1,0,1,0,0,1,0,0,2015
1076404,28697,Excessive Force / On Duty - Injury,Not Sustained,No Action Taken,321.0,2015-07-28,2015-07-29,2016-01-29,,F,Black,2006-07-31 00:00:00,1.0,41.0,F,Black,1400000US17031421200,0,1,0,1,0,0,0,0,0,2015
1076401,3216,No Injury,Not Sustained,Unknown,835.0,2015-07-28,2015-07-29,2018-01-25,,M,Black,1991-05-22 00:00:00,1.0,58.0,F,Black,1400000US17031700501,0,0,0,0,0,0,1,0,0,2015
1076444,21140,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,2024.0,2015-07-30,2015-07-31,2015-11-04,,M,Native American/Alaskan Native,1998-09-28 00:00:00,1.0,47.0,F,White,1400000US17031031300,0,1,0,1,0,1,1,0,0,2015
1076444,10410,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,2024.0,2015-07-30,2015-07-31,2015-11-04,,M,White,1995-10-23 00:00:00,1.0,59.0,F,White,1400000US17031031300,0,1,0,1,1,1,1,0,0,2015
1076444,5931,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,2024.0,2015-07-30,2015-07-31,2015-11-04,,M,Hispanic,2000-06-19 00:00:00,1.0,49.0,F,White,1400000US17031031300,0,1,0,1,0,1,1,0,0,2015
1076441,20733,Excessive Force / On Duty - Injury,Unfounded,Unknown,2511.0,2015-07-30,2015-07-30,2017-05-27,,M,White,2012-11-30 00:00:00,1.0,44.0,M,Hispanic,1400000US17031180100,0,1,0,1,1,0,1,1,0,2015
1076470,521,Excessive Force / On Duty - Injury,Unfounded,No Action Taken,2431.0,2015-07-31,2015-08-01,2016-05-05,,M,White,2004-11-29 00:00:00,1.0,43.0,M,Black,1400000US17031010600,0,1,0,1,1,0,1,1,0,2015
1076467,14103,Excessive Force / On Duty - Injury,Unknown,Unknown,322.0,2015-07-31,2015-08-01,2016-05-05,,M,White,2012-07-02 00:00:00,1.0,47.0,F,Black,1400000US17031690400,0,1,0,1,1,0,1,0,0,2015
1076467,4636,Excessive Force / On Duty - Injury,Unknown,Unknown,322.0,2015-07-31,2015-08-01,2016-05-05,,M,White,1992-06-29 00:00:00,2.0,56.0,F,Black,1400000US17031690400,0,1,0,1,1,0,1,0,0,2015
1076459,24822,Unnecessary Display Of Weapon / Off Duty,Not Sustained,Unknown,1214.0,2015-07-31,2015-07-31,2018-01-19,,M,White,2013-03-15 00:00:00,1.0,38.0,M,Black,1400000US17031243500,0,0,1,0,1,0,1,1,0,2015
1077035,19902,Excessive Force / On Duty - Injury,Unfounded,Unknown,1222.0,2015-07-31,2015-09-07,2016-12-07,,F,White,2013-11-25 00:00:00,1.0,37.0,F,Black,1400000US17031837100,0,1,0,1,1,0,0,0,0,2015
1077035,10719,Excessive Force / On Duty - Injury,Unfounded,Unknown,1222.0,2015-07-31,2015-09-07,2016-12-07,,M,White,2013-11-25 00:00:00,1.0,39.0,F,Black,1400000US17031837100,0,1,0,1,1,0,1,0,0,2015
1076470,11075,Excessive Force / On Duty - Injury,Unfounded,No Action Taken,2431.0,2015-07-31,2015-08-01,2016-05-05,,M,White,2004-11-29 00:00:00,1.0,42.0,M,Black,1400000US17031010600,0,1,0,1,1,0,1,1,0,2015
1076467,24679,Excessive Force / On Duty - Injury,Unknown,Unknown,322.0,2015-07-31,2015-08-01,2016-05-05,,M,White,2012-10-05 00:00:00,1.0,36.0,F,Black,1400000US17031690400,0,1,0,1,1,0,1,0,0,2015
1076653,21201,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,2033.0,2015-08-01,2015-08-12,2015-11-06,,M,White,1992-12-07 00:00:00,2.0,54.0,F,Hispanic,1400000US17031031100,0,1,0,1,1,0,1,0,0,2015
1076653,29174,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,2033.0,2015-08-01,2015-08-12,2015-11-06,,M,Hispanic,1998-10-26 00:00:00,1.0,49.0,F,Hispanic,1400000US17031031100,0,1,0,1,0,0,1,0,0,2015
1076464,32135,Unnecessary Physical Contact / Off Duty - No Injury,Unknown,Unknown,1932.0,2015-08-01,2015-08-01,2015-09-09,,M,White,2004-09-27 00:00:00,1.0,42.0,M,White,1400000US17031062700,1,0,0,0,1,1,1,1,0,2015
1076491,29464,Miscellaneous,Exonerated,Unknown,832.0,2015-08-02,2015-08-03,2016-09-29,,F,Hispanic,2013-11-04 00:00:00,1.0,37.0,F,Black,1400000US17031661000,0,0,0,0,0,0,0,0,0,2015
1076475,18732,Excessive Force / On Duty - No Injury,No Affidavit,Unknown,1123.0,2015-08-02,2015-08-02,2017-03-27,,M,Black,2011-10-17 00:00:00,1.0,47.0,F,Black,1400000US17031836800,0,0,0,1,0,0,1,0,0,2015
1076566,26991,Excessive Force / On Duty - No Injury,Unfounded,Unknown,123.0,2015-08-06,2015-08-07,2017-03-24,,M,Hispanic,2003-11-24 00:00:00,2.0,41.0,F,White,1400000US17031839000,0,0,0,1,0,1,1,0,0,2015
1076566,23257,Excessive Force / On Duty - No Injury,Unfounded,Unknown,123.0,2015-08-06,2015-08-07,2017-03-24,,F,White,1999-05-10 00:00:00,1.0,46.0,F,White,1400000US17031839000,0,0,0,1,1,1,0,0,0,2015
1076554,643,Open Hand Strike (Slap),No Affidavit,Unknown,633.0,2015-08-06,2015-08-06,2015-11-03,,M,Black,2013-02-19 00:00:00,1.0,42.0,M,Black,1400000US17031440900,1,0,0,0,0,0,1,1,0,2015
1077278,13520,Excessive Force / On Duty - Injury,Not Sustained,No Action Taken,2413.0,2015-08-08,2015-09-22,2016-03-22,,M,White,2010-09-01 00:00:00,1.0,46.0,F,,1400000US17031020902,0,1,0,1,1,0,1,0,0,2015
1076599,3669,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,1424.0,2015-08-09,2015-08-09,2015-11-03,,M,Asian/Pacific,2000-09-11 00:00:00,1.0,56.0,M,White,1400000US17031241400,0,1,0,1,0,1,1,1,0,2015
1076599,16531,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,1424.0,2015-08-09,2015-08-09,2015-11-03,,M,Hispanic,2006-11-27 00:00:00,1.0,41.0,M,White,1400000US17031241400,0,1,0,1,0,1,1,1,0,2015
1076615,8842,Injury,Unfounded,Unknown,1622.0,2015-08-10,2015-08-10,2018-02-16,,M,White,2001-05-29 00:00:00,1.0,49.0,F,White,1400000US17031110300,0,1,0,0,1,1,1,0,0,2015
1076615,9963,Injury,Unfounded,Unknown,1622.0,2015-08-10,2015-08-10,2018-02-16,,M,White,1991-12-16 00:00:00,2.0,65.0,F,White,1400000US17031110300,0,1,0,0,1,1,1,0,0,2015
1076634,31368,Unnecessary Display Of Weapon / On Duty,Unfounded,No Action Taken,1033.0,2015-08-11,2015-08-11,2016-02-03,,M,Hispanic,2014-08-25 00:00:00,1.0,40.0,F,Hispanic,1400000US17031301100,0,0,1,1,0,0,1,0,0,2015
1076690,14307,Excessive Force / On Duty - No Injury,Unfounded,No Action Taken,1921.0,2015-08-13,2015-08-14,2016-07-07,,M,White,2001-03-26 00:00:00,1.0,44.0,M,White,1400000US17031843700,0,0,0,1,1,1,1,1,0,2015
1076690,270,Excessive Force / On Duty - No Injury,Not Sustained,No Action Taken,1921.0,2015-08-13,2015-08-14,2016-07-07,,M,Hispanic,1992-09-28 00:00:00,1.0,63.0,M,White,1400000US17031843700,0,0,0,1,0,1,1,1,0,2015
1076690,4094,Excessive Force / On Duty - No Injury,Unfounded,No Action Taken,1921.0,2015-08-13,2015-08-14,2016-07-07,,M,Hispanic,2004-04-26 00:00:00,1.0,42.0,M,White,1400000US17031843700,0,0,0,1,0,1,1,1,0,2015
1080390,14061,Civil Suits - Third Party,No Affidavit,Unknown,1522.0,2015-08-13,2016-05-04,2018-02-28,,M,White,2001-02-05 00:00:00,2.0,49.0,M,,1400000US17031252102,0,0,0,0,1,0,1,1,1,2015
1080390,20046,Civil Suits - Third Party,No Affidavit,Unknown,1522.0,2015-08-13,2016-05-04,2018-02-28,,M,White,2000-02-28 00:00:00,1.0,44.0,M,,1400000US17031252102,0,0,0,0,1,0,1,1,0,2015
1076690,29200,Excessive Force / On Duty - No Injury,Not Sustained,No Action Taken,1921.0,2015-08-13,2015-08-14,2016-07-07,,M,White,1997-09-02 00:00:00,1.0,54.0,M,White,1400000US17031843700,0,0,0,1,1,1,1,1,0,2015
1080390,29197,Civil Suits - Third Party,No Affidavit,Unknown,1522.0,2015-08-13,2016-05-04,2018-02-28,,F,White,2000-06-19 00:00:00,1.0,52.0,M,,1400000US17031252102,0,0,0,0,1,0,0,1,0,2015
1076690,9994,Excessive Force / On Duty - No Injury,Unfounded,No Action Taken,1921.0,2015-08-13,2015-08-14,2016-07-07,,M,White,1986-07-14 00:00:00,3.0,59.0,M,White,1400000US17031843700,0,0,0,1,1,1,1,1,0,2015
1076736,18657,Excessive Force / On Duty - Injury,Unfounded,No Action Taken,2531.0,2015-08-16,2015-08-17,2016-02-03,,M,White,2005-01-03 00:00:00,1.0,40.0,F,Black,,0,1,0,1,1,0,1,0,0,2015
1077591,10257,Excessive Force / On Duty - Injury,Unfounded,Unknown,1024.0,2015-08-16,2015-10-14,2017-09-20,,M,Hispanic,2012-12-14 00:00:00,1.0,47.0,M,Black,1400000US17031841400,0,1,0,1,0,0,1,1,0,2015
1077591,3989,Excessive Force / On Duty - Injury,Unfounded,Unknown,1024.0,2015-08-16,2015-10-14,2017-09-20,,M,Hispanic,2012-11-30 00:00:00,1.0,45.0,M,Black,1400000US17031841400,0,1,0,1,0,0,1,1,0,2015
1076736,3287,Excessive Force / On Duty - Injury,Unfounded,No Action Taken,2531.0,2015-08-16,2015-08-17,2016-02-03,,M,White,2013-03-05 00:00:00,1.0,39.0,F,Black,,0,1,0,1,1,0,1,0,0,2015
1076736,5381,Excessive Force / On Duty - Injury,Unfounded,No Action Taken,2531.0,2015-08-16,2015-08-17,2016-02-03,,M,White,2012-11-30 00:00:00,1.0,34.0,F,Black,,0,1,0,1,1,0,1,0,0,2015
1076726,3287,Excessive Force - Taser - Use Of,Unknown,Unknown,2531.0,2015-08-16,2015-08-16,2016-02-11,,M,White,2013-03-05 00:00:00,1.0,39.0,F,White,,0,0,1,0,1,1,1,0,1,2015
1076847,16606,Miscellaneous,Sustained,Unknown,321.0,2015-08-24,2015-08-24,2017-12-28,,M,Black,2003-08-25 00:00:00,1.0,57.0,M,White,1400000US17031421200,0,0,0,0,0,1,1,1,0,2015
1076865,6825,Miscellaneous,Sustained,Unknown,1654.0,2015-08-25,2015-08-25,2017-04-21,,F,White,1998-02-17 00:00:00,1.0,50.0,M,White,,0,0,0,0,1,1,0,1,0,2015
1076910,22701,Injury,Not Sustained,Unknown,433.0,2015-08-28,2015-08-28,2018-02-28,,M,White,1999-09-13 00:00:00,1.0,46.0,F,White,1400000US17031520500,0,1,0,0,1,1,1,0,0,2015
1076934,3168,Excessive Force / On Duty - No Injury,No Affidavit,No Action Taken,3100.0,2015-08-30,2015-08-30,2015-11-06,,M,White,2013-02-19 00:00:00,1.0,41.0,F,Black,,0,0,0,1,1,0,1,0,0,2015
1076934,24628,Excessive Force / On Duty - No Injury,No Affidavit,No Action Taken,3100.0,2015-08-30,2015-08-30,2015-11-06,,M,White,2012-10-05 00:00:00,1.0,37.0,F,Black,,0,0,0,1,1,0,1,0,1,2015
1076965,31191,Excessive Force / On Duty - Injury,Unfounded,Unknown,1924.0,2015-08-31,2015-09-02,2018-07-10,,M,White,2003-08-25 00:00:00,1.0,41.0,M,Black,1400000US17031062100,0,1,0,1,1,0,1,1,0,2015
1076956,24644,Unnecessary Display Of Weapon / Off Duty,Unfounded,Unknown,1422.0,2015-09-01,2015-09-01,2016-10-18,,M,Hispanic,2011-10-17 00:00:00,1.0,37.0,M,White,1400000US17031230900,0,0,1,0,0,1,1,1,0,2015
1085432,653,Excessive Force / On Duty - Injury,Not Sustained,Unknown,225.0,2015-09-01,2017-06-01,2017-12-21,,M,Black,2002-07-29 00:00:00,1.0,44.0,M,Black,1400000US17031835600,0,1,0,1,0,0,1,1,0,2015
1085432,4443,Excessive Force / On Duty - Injury,Unfounded,Unknown,225.0,2015-09-01,2017-06-01,2017-12-21,,M,Black,1990-08-27 00:00:00,2.0,55.0,M,Black,1400000US17031835600,0,1,0,1,0,0,1,1,0,2015
1077051,15925,Miscellaneous,Not Sustained,Unknown,321.0,2015-09-04,2015-09-08,2017-03-09,,M,Black,2004-11-29 00:00:00,1.0,42.0,F,Black,1400000US17031420800,0,0,0,0,0,0,1,0,0,2015
1077084,30696,Excessive Force / On Duty - No Injury,No Affidavit,Unknown,431.0,2015-09-09,2015-09-09,2016-11-22,,M,White,1977-01-03 00:00:00,2.0,67.0,F,Black,1400000US17031510300,0,0,0,1,1,0,1,0,0,2015
1077316,13605,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,613.0,2015-09-09,2015-09-24,2015-12-07,,M,Black,2007-09-24 00:00:00,1.0,49.0,M,Black,,0,1,0,1,0,0,1,1,0,2015
1079973,29676,Unnecessary Display Of Weapon / Off Duty,No Affidavit,No Action Taken,,2015-09-11,2016-04-05,2016-09-08,,M,White,2000-06-19 00:00:00,2.0,46.0,M,,1400000US17031839100,0,0,1,0,1,0,1,1,0,2015
1079973,16032,Unnecessary Display Of Weapon / Off Duty,No Affidavit,No Action Taken,,2015-09-11,2016-04-05,2016-09-08,,M,Hispanic,2007-09-24 00:00:00,1.0,47.0,M,,1400000US17031839100,0,0,1,0,0,0,1,1,0,2015
1077145,4233,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,823.0,2015-09-11,2015-09-14,2018-05-31,,M,White,1995-01-03 00:00:00,1.0,53.0,F,Hispanic,1400000US17031650302,0,0,1,1,1,0,1,0,0,2015
1079973,27669,Unnecessary Display Of Weapon / Off Duty,No Affidavit,No Action Taken,,2015-09-11,2016-04-05,2016-09-08,,M,White,2010-09-01 00:00:00,1.0,39.0,M,,1400000US17031839100,0,0,1,0,1,0,1,1,1,2015
1077113,22296,Excessive Force / On Duty - No Injury,No Affidavit,No Action Taken,613.0,2015-09-11,2015-09-11,2016-07-08,,M,Hispanic,2005-10-31 00:00:00,1.0,51.0,M,Black,1400000US17031710800,0,0,0,1,0,0,1,1,0,2015
1077113,28773,Excessive Force / On Duty - No Injury,No Affidavit,No Action Taken,613.0,2015-09-11,2015-09-11,2016-07-08,,M,Hispanic,2012-11-30 00:00:00,1.0,42.0,M,Black,1400000US17031710800,0,0,0,1,0,0,1,1,0,2015
1077119,4218,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,433.0,2015-09-11,2015-09-11,2016-07-08,,M,Hispanic,2010-09-01 00:00:00,1.0,38.0,F,Hispanic,1400000US17031520600,0,1,0,1,0,0,1,0,0,2015
1077119,21805,Excessive Force / On Duty - Injury,No Affidavit,No Action Taken,433.0,2015-09-11,2015-09-11,2016-07-08,,M,Hispanic,2001-07-30 00:00:00,1.0,52.0,F,Hispanic,1400000US17031520600,0,1,0,1,0,0,1,0,0,2015
1077146,16061,Excessive Force - Use Of Firearm / On Duty - Injury,Unfounded,Unknown,1531.0,2015-09-14,2015-09-14,2018-05-10,,M,White,2004-11-29 00:00:00,1.0,44.0,M,Black,1400000US17031251100,0,1,1,1,1,0,1,1,0,2015
1077180,12722,Choked,No Affidavit,Unknown,1222.0,2015-09-16,2015-09-16,2015-11-06,,M,Hispanic,1995-09-05 00:00:00,1.0,49.0,M,Black,1400000US17031837000,1,0,0,0,0,0,1,1,0,2015
1077172,3067,Take Down (Thrown To Ground),Not Sustained,Unknown,234.0,2015-09-16,2015-09-16,2018-01-22,,M,Black,2000-08-14 00:00:00,1.0,58.0,F,Black,1400000US17031410800,1,0,0,0,0,0,1,0,0,2015
1077172,14641,Take Down (Thrown To Ground),Unfounded,Unknown,234.0,2015-09-16,2015-09-16,2018-01-22,,M,Black,1997-07-07 00:00:00,1.0,54.0,F,Black,1400000US17031410800,1,0,0,0,0,0,1,0,0,2015
1077193,32326,Excessive Force / On Duty - No Injury,Not Sustained,Unknown,1533.0,2015-09-17,2015-09-17,2017-03-27,,M,White,2004-04-26 00:00:00,1.0,40.0,F,Black,1400000US17031252202,0,0,0,1,1,0,1,0,0,2015
1077193,29529,Excessive Force / On Duty - No Injury,Not Sustained,Unknown,1533.0,2015-09-17,2015-09-17,2017-03-27,,M,Hispanic,2006-11-27 00:00:00,1.0,39.0,F,Black,1400000US17031252202,0,0,0,1,0,0,1,0,0,2015
1077193,32352,Excessive Force / On Duty - No Injury,Not Sustained,Unknown,1533.0,2015-09-17,2015-09-17,2017-03-27,,M,White,1995-07-10 00:00:00,2.0,48.0,F,Black,1400000US17031252202,0,0,0,1,1,0,1,0,0,2015
1077193,22260,Excessive Force / On Duty - No Injury,Not Sustained,Unknown,1533.0,2015-09-17,2015-09-17,2017-03-27,,F,Hispanic,2013-04-01 00:00:00,1.0,46.0,F,Black,1400000US17031252202,0,0,0,1,0,0,0,0,0,2015
1077193,3518,Excessive Force / On Duty - No Injury,Not Sustained,Unknown,1533.0,2015-09-17,2015-09-17,2017-03-27,,M,White,1997-03-17 00:00:00,1.0,58.0,F,Black,1400000US17031252202,0,0,0,1,1,0,1,0,0,2015
1077216,24572,Excessive Force / On Duty - Injury,Not Sustained,Unknown,1533.0,2015-09-18,2015-09-18,2018-02-26,,M,Hispanic,2000-06-19 00:00:00,3.0,45.0,F,Black,1400000US17031831400,0,1,0,1,0,0,1,0,0,2015
